N-500,N-800,N-1000,N-1200
0.467059789,0.477578913,0.454048762,0.480418692
0.4656054,0.475748293,0.45305102,0.479477825
0.465960821,0.477680202,0.455072099,0.480093056
0.458033853,0.469862172,0.447597731,0.470307315
0.452775252,0.464582546,0.442911304,0.466011822
0.452479308,0.46415897,0.442445717,0.466037251
0.453764698,0.465510719,0.443290295,0.467159707
0.448480418,0.45994537,0.439499911,0.460349627
0.446243956,0.458265824,0.437799134,0.459436942
0.447840623,0.459905591,0.439175537,0.460692091
0.446831498,0.459390337,0.43816885,0.460196097
0.447111781,0.46103973,0.439834363,0.461425241
0.451045968,0.465332014,0.443367343,0.464820067
0.455664355,0.471473404,0.448282892,0.47033619
