N-500,N-800,N-1000,N-1200
0.777210565,0.773712584,0.783900367,0.767611915
0.775520251,0.772243819,0.782290926,0.766184414
0.775254499,0.771970915,0.781898095,0.765823881
0.774389395,0.771036503,0.781266732,0.76466847
0.775164495,0.77160153,0.782241105,0.765504189
0.775689347,0.771916852,0.782353699,0.765607024
0.773668834,0.770810695,0.780731647,0.763865635
0.772742737,0.76991451,0.779712152,0.762826754
0.772246524,0.76918475,0.779238623,0.762440083
0.770434679,0.767518767,0.777783923,0.76094991
0.768918348,0.766372418,0.776403508,0.759789708
0.767245128,0.76499377,0.774492218,0.758172439
0.765869618,0.763221908,0.773086512,0.756727893
0.769525819,0.765427758,0.775553548,0.758146437
0.77036305,0.765951014,0.77616063,0.759104832
0.773768774,0.769187081,0.778577197,0.761621054
0.772532315,0.768160141,0.777822942,0.76064943
0.770663991,0.766176333,0.776322927,0.759292295
0.769465295,0.765090733,0.774902478,0.758086553
0.769985546,0.765212555,0.775092589,0.758020589
0.77106872,0.766031369,0.775861169,0.759002877
0.770107819,0.765211463,0.774786262,0.757856076
0.769545068,0.764641082,0.774513063,0.757452018
0.769890249,0.764733942,0.77454543,0.757442233
0.771493675,0.766077864,0.775190386,0.758490865
0.771431148,0.765568758,0.774056038,0.75782322
0.770177569,0.764291396,0.773033788,0.756912055
0.769062803,0.762727982,0.771566914,0.75547081
0.768163338,0.761604384,0.770592769,0.754539509
0.766552251,0.760242186,0.769003596,0.752986391
0.764570823,0.758620202,0.767692364,0.751641513
0.763820884,0.758061247,0.767138613,0.751133429
0.764291934,0.758335033,0.767800656,0.751876299
0.764106739,0.758242469,0.767982435,0.751942689
0.763188646,0.757219072,0.767145543,0.751214357
0.763883354,0.757927064,0.767577064,0.751816288
0.762200991,0.756312451,0.765911069,0.749958602
0.761372303,0.755603641,0.765216984,0.74917796
0.759965092,0.754590015,0.7643115,0.748168781
0.759847456,0.754309621,0.764488263,0.74801432
0.760019248,0.754631343,0.764958545,0.748235389
0.758593819,0.753183512,0.763849022,0.746994679
0.757295257,0.75215619,0.762581187,0.746176859
0.755950243,0.750926264,0.76125625,0.744985892
0.756239967,0.750978381,0.761373653,0.745172158
0.757208718,0.751905426,0.762035936,0.746157583
0.755590869,0.750584909,0.760593982,0.744669387
0.753941254,0.749008643,0.759343877,0.743257439
0.755485749,0.749892341,0.76023074,0.744064579
0.754523595,0.749188886,0.759292979,0.743217455
0.7531855,0.748116478,0.758025012,0.741823491
0.752718734,0.74770433,0.757386711,0.741344231
0.751175892,0.746180873,0.755966552,0.739942677
0.751444157,0.746761648,0.756847393,0.740709712
0.752816468,0.747413656,0.758017923,0.741360867
0.754003323,0.748299122,0.758903241,0.742931507
0.753048352,0.747127165,0.757804006,0.741469444
0.752307526,0.746437339,0.757027139,0.740715702
0.753705858,0.746633046,0.758142383,0.741784545
0.754986282,0.746945971,0.758938313,0.742728225
0.754825794,0.747343009,0.759681485,0.743157393
0.755158437,0.747660421,0.760420325,0.743085868
0.7541809,0.746783891,0.759475096,0.742105525
0.75752344,0.74835642,0.762033258,0.743625233
0.757861458,0.748693947,0.762760039,0.744053423
0.75839691,0.7492745,0.763376267,0.74480545
0.758886359,0.750039777,0.764307307,0.745800195
0.759252161,0.749908853,0.764068117,0.745866159
0.764017178,0.755060705,0.768461828,0.751050854
0.76413885,0.75513715,0.768912769,0.751597449
0.764366494,0.755824213,0.769864694,0.752153801
0.762804231,0.754615138,0.768355218,0.750627842
0.761536669,0.753649981,0.767452567,0.749679904
0.762556696,0.754114333,0.768097297,0.750349296
0.760864529,0.752574303,0.766511997,0.748950134
0.761690754,0.752961139,0.767393926,0.749183612
0.762615198,0.753729854,0.768030748,0.750091467
0.762691476,0.754160654,0.768288996,0.75042795
0.762068477,0.75314208,0.767382817,0.749501056
0.761670284,0.752881962,0.7673262,0.749508147
0.761965489,0.752909274,0.766905263,0.749641471
0.760778119,0.751821924,0.765857326,0.748864266
0.761675879,0.751675707,0.766246439,0.749451586
0.761589391,0.751521417,0.766203938,0.749286326
0.762344061,0.75232398,0.766852427,0.749869654
0.762007903,0.75181469,0.766611685,0.749503435
0.760678399,0.75050427,0.765289181,0.748384246
0.761140091,0.750647614,0.765658261,0.749025592
0.761548432,0.750968463,0.766409858,0.749677522
0.759976183,0.74965829,0.764933838,0.748188644
0.760695489,0.750473313,0.765497766,0.748586039
0.761771862,0.751101169,0.766887968,0.749411006
0.759723699,0.749530918,0.765130458,0.747889479
0.758347961,0.748015721,0.763578389,0.746592947
0.759414817,0.74892981,0.764169801,0.747362252
0.760111127,0.749975995,0.765207056,0.748155506
0.760346446,0.750044636,0.765651068,0.748222646
0.759235123,0.749020961,0.764794894,0.747300604
0.760000555,0.749372347,0.765623043,0.747658033
0.760001751,0.749689992,0.765833394,0.747740794
0.760578444,0.750373859,0.766749243,0.748708198
0.7582497,0.748836013,0.765124632,0.747093436
0.757986779,0.748729706,0.765106885,0.7469129
0.758893314,0.749626306,0.765952233,0.748044222
0.757433209,0.748012221,0.764646917,0.746581069
0.756620816,0.747717639,0.764243982,0.745997553
0.755637894,0.746393964,0.763069637,0.744813305
0.754739703,0.745475756,0.762057852,0.743636016
0.755674924,0.746306224,0.762610466,0.744562404
0.756095278,0.746547668,0.762767881,0.744848952
0.754790379,0.744784123,0.761272951,0.743463036
0.754600956,0.744377452,0.760929005,0.743282088
0.754770876,0.744955054,0.760988628,0.743461443
0.754752583,0.744913461,0.760565297,0.743692594
0.754595817,0.74457664,0.760219389,0.743341677
0.771485898,0.755678251,0.772563579,0.755855377
0.769909728,0.754415527,0.771412762,0.754573313
0.770724152,0.754612762,0.772085125,0.755576974
0.772648596,0.75651134,0.773392461,0.756684269
0.771551442,0.755357363,0.772122193,0.755306587
0.772184436,0.756549757,0.772951184,0.756454702
0.771406754,0.755455718,0.77175049,0.755544284
0.771950142,0.755890082,0.772657298,0.755886902
0.772399643,0.75589914,0.772712802,0.756066256
